pais,clase,n_xy,n_registros,n_xy_regional,pct_clase_en_pais,estado_count,lectura_count,score_medio,score_min,estado_score,flag_sin_puntos,flag_baja_cantidad,flag_score_bajo,flag_problema_clase,tipo_problema
Belice,323 Frutales,0,0,6518,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,323 Frutales,0,0,6518,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,323 Frutales,0,0,6518,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Belice,910 Otras,0,0,5181,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,910 Otras,0,0,5181,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,910 Otras,0,0,5181,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,910 Otras,0,0,5181,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,910 Otras,0,0,5181,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,220 Humedales,0,0,5162,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,412 Latifoliado secundario húmedo,0,0,4503,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,412 Latifoliado secundario húmedo,0,0,4503,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,412 Latifoliado secundario húmedo,0,0,4503,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,442 Plantaciones forestales,0,0,3238,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,443  Árboles fuera de bosque y otras áreas naturales,0,0,3017,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,443  Árboles fuera de bosque y otras áreas naturales,0,0,3017,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,443  Árboles fuera de bosque y otras áreas naturales,0,0,3017,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,443  Árboles fuera de bosque y otras áreas naturales,0,0,3017,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,121 Otros artificializado,0,0,2901,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,121 Otros artificializado,0,0,2901,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,121 Otros artificializado,0,0,2901,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,121 Otros artificializado,0,0,2901,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,210 Cuerpos de Agua,0,0,2382,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,"122 Suelo desnudo, arena, rocoso, lava, otros",0,0,2137,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,"122 Suelo desnudo, arena, rocoso, lava, otros",0,0,2137,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Belice,414 Bosque seco o deciduo,0,0,1792,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,414 Bosque seco o deciduo,0,0,1792,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,414 Bosque seco o deciduo,0,0,1792,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,414 Bosque seco o deciduo,0,0,1792,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,414 Bosque seco o deciduo,0,0,1792,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,423 Sabanas de pino,0,0,1461,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,423 Sabanas de pino,0,0,1461,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,423 Sabanas de pino,0,0,1461,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,423 Sabanas de pino,0,0,1461,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,423 Sabanas de pino,0,0,1461,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,423 Sabanas de pino,0,0,1461,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,423 Sabanas de pino,0,0,1461,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,110 Urbano,0,0,1052,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,110 Urbano,0,0,1052,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,110 Urbano,0,0,1052,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Belice,413 Bosque Mixto (Lat-Coniferas),0,0,951,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,413 Bosque Mixto (Lat-Coniferas),0,0,951,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,413 Bosque Mixto (Lat-Coniferas),0,0,951,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,413 Bosque Mixto (Lat-Coniferas),0,0,951,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,413 Bosque Mixto (Lat-Coniferas),0,0,951,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Belice,322 Cacao,0,0,561,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,322 Cacao,0,0,561,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,322 Cacao,0,0,561,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,322 Cacao,0,0,561,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,322 Cacao,0,0,561,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,322 Cacao,0,0,561,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,444 Regeneración forestal,0,0,542,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,444 Regeneración forestal,0,0,542,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,444 Regeneración forestal,0,0,542,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,444 Regeneración forestal,0,0,542,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,444 Regeneración forestal,0,0,542,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,444 Regeneración forestal,0,0,542,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,444 Regeneración forestal,0,0,542,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Belice,441 Masa arbórea ribereña,0,0,339,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,441 Masa arbórea ribereña,0,0,339,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,441 Masa arbórea ribereña,0,0,339,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,441 Masa arbórea ribereña,0,0,339,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,441 Masa arbórea ribereña,0,0,339,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,441 Masa arbórea ribereña,0,0,339,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,212 Cuerpos de agua artificial,0,0,69,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,212 Cuerpos de agua artificial,0,0,69,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,212 Cuerpos de agua artificial,0,0,69,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,212 Cuerpos de agua artificial,0,0,69,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,212 Cuerpos de agua artificial,0,0,69,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,212 Cuerpos de agua artificial,0,0,69,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Belice,211 Cuerpos de agua natural,0,0,37,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,211 Cuerpos de agua natural,0,0,37,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,211 Cuerpos de agua natural,0,0,37,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,211 Cuerpos de agua natural,0,0,37,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
México,211 Cuerpos de agua natural,0,0,37,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,211 Cuerpos de agua natural,0,0,37,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Panamá,211 Cuerpos de agua natural,0,0,37,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Belice,445 Bosque de Palmas,0,0,14,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Costa Rica,445 Bosque de Palmas,0,0,14,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
El Salvador,445 Bosque de Palmas,0,0,14,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Guatemala,445 Bosque de Palmas,0,0,14,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Honduras,445 Bosque de Palmas,0,0,14,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,445 Bosque de Palmas,0,0,14,0.0,baja cantidad de puntos critica,baja cantidad de puntos: no hay grupos XY en el pais,,,,True,True,False,True,sin puntos en el país
Nicaragua,321 Café,1,1,218343,14.286,baja cantidad de puntos critica,baja cantidad de puntos,68.85,68.85,score critico,False,True,True,True,baja cantidad y bajo score
Guatemala,411 Latifoliado maduro húmedo,1,1,11355,0.0,baja cantidad de puntos critica,baja cantidad de puntos,79.75,79.75,score bajo,False,True,True,True,baja cantidad y bajo score
Nicaragua,220 Humedales,1,1,5162,14.286,baja cantidad de puntos critica,baja cantidad de puntos,82.6,82.6,suficiente,False,True,False,True,baja cantidad de puntos
Guatemala,442 Plantaciones forestales,1,1,3238,0.0,baja cantidad de puntos critica,baja cantidad de puntos,82.6,82.6,suficiente,False,True,False,True,baja cantidad de puntos
Guatemala,441 Masa arbórea ribereña,1,1,339,0.0,baja cantidad de puntos critica,baja cantidad de puntos,82.6,82.6,suficiente,False,True,False,True,baja cantidad de puntos
Nicaragua,332 Pastizales naturales y cultivados,2,6,111500,28.571,baja cantidad de puntos critica,baja cantidad de puntos,81.85,81.1,suficiente,False,True,False,True,baja cantidad de puntos
Panamá,910 Otras,2,2,5181,0.007,baja cantidad de puntos critica,baja cantidad de puntos,75.0,75.0,score bajo,False,True,True,True,baja cantidad y bajo score
Panamá,323 Frutales,3,3,6518,0.01,baja cantidad de puntos critica,baja cantidad de puntos,82.6,82.6,suficiente,False,True,False,True,baja cantidad de puntos
Nicaragua,210 Cuerpos de Agua,3,15,2382,42.857,baja cantidad de puntos critica,baja cantidad de puntos,73.717,60.0,score bajo,False,True,True,True,baja cantidad y bajo score
Honduras,322 Cacao,3,15,561,0.002,baja cantidad de puntos critica,baja cantidad de puntos,77.333,70.0,score bajo,False,True,True,True,baja cantidad y bajo score
El Salvador,910 Otras,4,4,5181,0.001,baja cantidad de puntos critica,baja cantidad de puntos,75.0,75.0,score bajo,False,True,True,True,baja cantidad y bajo score
México,442 Plantaciones forestales,4,4,3238,0.186,baja cantidad de puntos critica,baja cantidad de puntos,68.85,68.85,score critico,False,True,True,True,baja cantidad y bajo score
Panamá,"122 Suelo desnudo, arena, rocoso, lava, otros",4,4,2137,0.014,baja cantidad de puntos critica,baja cantidad de puntos,75.0,75.0,score bajo,False,True,True,True,baja cantidad y bajo score
Guatemala,413 Bosque Mixto (Lat-Coniferas),4,4,951,0.002,baja cantidad de puntos critica,baja cantidad de puntos,90.625,85.0,suficiente,False,True,False,True,baja cantidad de puntos
México,445 Bosque de Palmas,4,4,14,0.186,baja cantidad de puntos critica,baja cantidad de puntos,82.6,82.6,suficiente,False,True,False,True,baja cantidad de puntos
Panamá,325 Otros sistemas agroforestales o silvopastoriles,5,5,23175,0.017,baja cantidad de puntos critica,baja cantidad de puntos,82.6,82.6,suficiente,False,True,False,True,baja cantidad de puntos
Guatemala,420 Bosque de coníferas,5,5,11981,0.002,baja cantidad de puntos critica,baja cantidad de puntos,81.8,81.6,suficiente,False,True,False,True,baja cantidad de puntos
Costa Rica,210 Cuerpos de Agua,5,5,2382,0.004,baja cantidad de puntos critica,baja cantidad de puntos,66.6,66.6,score critico,False,True,True,True,baja cantidad y bajo score
México,110 Urbano,5,6,1052,0.233,baja cantidad de puntos critica,baja cantidad de puntos,71.16,60.0,score bajo,False,True,True,True,baja cantidad y bajo score
Panamá,321 Café,6,6,218343,0.021,baja cantidad de puntos critica,baja cantidad de puntos,82.6,82.6,suficiente,False,True,False,True,baja cantidad de puntos
Belice,311 Palma aceitera,6,12,77460,0.018,baja cantidad de puntos critica,baja cantidad de puntos,84.7,84.7,suficiente,False,True,False,True,baja cantidad de puntos
Panamá,410 Bosque latifoliado y mixto,8,8,223389,0.027,baja cantidad de puntos critica,baja cantidad de puntos,93.5,93.5,suficiente,False,True,False,True,baja cantidad de puntos
Costa Rica,"122 Suelo desnudo, arena, rocoso, lava, otros",9,9,2137,0.007,baja cantidad de puntos critica,baja cantidad de puntos,65.0,65.0,score critico,False,True,True,True,baja cantidad y bajo score
Belice,442 Plantaciones forestales,10,10,3238,0.03,baja cantidad de puntos critica,baja cantidad de puntos,81.625,70.0,suficiente,False,True,False,True,baja cantidad de puntos
Panamá,121 Otros artificializado,10,10,2901,0.034,baja cantidad de puntos critica,baja cantidad de puntos,75.0,75.0,score bajo,False,True,True,True,baja cantidad y bajo score
